,Protein ID,plasma,type_x,liver,type_y,Gene name,Genename_ProteinID
15478,B4E1Z4,6.15,plasma,5.55,liver,B4E1Z4,B4E1Z4__B4E1Z4
15479,P02749,6.15,plasma,6.19,liver,APOH,APOH__P02749
15480,P06727,6.15,plasma,5.41,liver,APOA4,APOA4__P06727
15481,A0A0B4J2B5,6.15,plasma,5.29,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
15482,B4E1Z4,6.15,plasma,5.51,liver,B4E1Z4,B4E1Z4__B4E1Z4
15483,P02765,6.15,plasma,5.36,liver,AHSG,AHSG__P02765
15484,P19652,6.15,plasma,5.98,liver,ORM2,ORM2__P19652
15485,P02765,6.15,plasma,5.46,liver,AHSG,AHSG__P02765
15486,A0A0A0MRZ8,6.15,plasma,5.55,liver,IGKV3D-11;IGKV3-11,IGKV3D-11;IGKV3-11__A0A0A0MRZ8
15487,P04217-2,6.15,plasma,5.62,liver,A1BG,A1BG__P04217-2
15488,P19652,6.15,plasma,5.94,liver,ORM2,ORM2__P19652
15489,A0A0J9YYC8,6.15,plasma,5.45,liver,PRSS2,PRSS2__A0A0J9YYC8
15490,P19652,6.15,plasma,6.31,liver,ORM2,ORM2__P19652
15491,K7ERI9,6.15,plasma,5.81,liver,APOC1,APOC1__K7ERI9
15492,A0A0J9YYC8,6.15,plasma,5.75,liver,PRSS2,PRSS2__A0A0J9YYC8
15493,P01780,6.15,plasma,4.95,liver,IGHV3-7,IGHV3-7__P01780
15494,O15195,6.15,plasma,5.73,liver,VILL,VILL__O15195
15495,P04114,6.15,plasma,5.79,liver,APOB,APOB__P04114
15496,P00747,6.15,plasma,5.39,liver,PLG,PLG__P00747
15497,P02765,6.15,plasma,5.74,liver,AHSG,AHSG__P02765
15498,P01700,6.15,plasma,5.4,liver,IGLV1-47,IGLV1-47__P01700
15499,P19652,6.15,plasma,6.22,liver,ORM2,ORM2__P19652
15500,P01780,6.15,plasma,4.79,liver,IGHV3-7,IGHV3-7__P01780
15501,B4E1Z4,6.15,plasma,5.46,liver,B4E1Z4,B4E1Z4__B4E1Z4
15502,Q14376,6.15,plasma,5.54,liver,GALE,GALE__Q14376
15503,A0A286YFJ8,6.15,plasma,5.36,liver,IGHG4,IGHG4__A0A286YFJ8
15504,P00747,6.15,plasma,5.45,liver,PLG,PLG__P00747
15505,P04217-2,6.15,plasma,5.73,liver,A1BG,A1BG__P04217-2
15506,P04114,6.15,plasma,5.52,liver,APOB,APOB__P04114
15507,P49327,6.15,plasma,6.76,liver,FASN,FASN__P49327
15508,P04217-2,6.15,plasma,5.52,liver,A1BG,A1BG__P04217-2
15509,P04003,6.16,plasma,5.02,liver,C4BPA,C4BPA__P04003
15510,A0A0J9YYC8,6.16,plasma,5.53,liver,PRSS2,PRSS2__A0A0J9YYC8
15511,P00747,6.16,plasma,5.44,liver,PLG,PLG__P00747
15512,P02760,6.16,plasma,5.17,liver,AMBP,AMBP__P02760
15513,P05155,6.16,plasma,5.5,liver,SERPING1,SERPING1__P05155
15514,P02753,6.16,plasma,5.34,liver,RBP4,RBP4__P02753
15515,P00747,6.16,plasma,5.42,liver,PLG,PLG__P00747
15516,P01780,6.16,plasma,5.03,liver,IGHV3-7,IGHV3-7__P01780
15517,P06727,6.16,plasma,5.76,liver,APOA4,APOA4__P06727
15518,P04217-2,6.16,plasma,5.6,liver,A1BG,A1BG__P04217-2
15519,B4E1Z4,6.16,plasma,5.45,liver,B4E1Z4,B4E1Z4__B4E1Z4
15520,P01860,6.16,plasma,5.79,liver,P01860,P01860__P01860
15521,P02760,6.16,plasma,5.18,liver,AMBP,AMBP__P02760
15522,P02749,6.16,plasma,6.08,liver,APOH,APOH__P02749
15523,O75460,6.16,plasma,4.3,liver,ERN1,ERN1__O75460
15524,P01860,6.16,plasma,5.61,liver,P01860,P01860__P01860
15525,B0YIW2,6.16,plasma,6.05,liver,APOC3,APOC3__B0YIW2
15526,P06727,6.16,plasma,5.45,liver,APOA4,APOA4__P06727
15527,A0A0J9YYC8,6.16,plasma,5.68,liver,PRSS2,PRSS2__A0A0J9YYC8
15528,P00747,6.16,plasma,5.43,liver,PLG,PLG__P00747
15529,A0A0J9YY99,6.16,plasma,4.46,liver,A0A0J9YY99,A0A0J9YY99__A0A0J9YY99
15530,K7ERI9,6.16,plasma,5.95,liver,APOC1,APOC1__K7ERI9
15531,P02765,6.16,plasma,5.44,liver,AHSG,AHSG__P02765
15532,P04217-2,6.16,plasma,5.64,liver,A1BG,A1BG__P04217-2
15533,P00747,6.16,plasma,5.33,liver,PLG,PLG__P00747
15534,P80748,6.16,plasma,5.36,liver,IGLV3-21,IGLV3-21__P80748
15535,B4E1Z4,6.16,plasma,5.57,liver,B4E1Z4,B4E1Z4__B4E1Z4
15536,P05155,6.16,plasma,5.75,liver,SERPING1,SERPING1__P05155
15537,C9JF17,6.16,plasma,6.07,liver,APOD,APOD__C9JF17
15538,P04217-2,6.16,plasma,5.47,liver,A1BG,A1BG__P04217-2
15539,P02765,6.16,plasma,5.39,liver,AHSG,AHSG__P02765
15540,P49327,6.16,plasma,6.93,liver,FASN,FASN__P49327
15541,P01008,6.16,plasma,6.15,liver,SERPINC1,SERPINC1__P01008
15542,B0YIW2,6.16,plasma,6.3,liver,APOC3,APOC3__B0YIW2
15543,A0A0J9YYC8,6.16,plasma,5.72,liver,PRSS2,PRSS2__A0A0J9YYC8
15544,B4E1Z4,6.16,plasma,5.02,liver,B4E1Z4,B4E1Z4__B4E1Z4
15545,P05783,6.16,plasma,7.4,liver,P05783,P05783__P05783
15546,P04114,6.16,plasma,5.58,liver,APOB,APOB__P04114
15547,P02749,6.16,plasma,5.99,liver,APOH,APOH__P02749
15548,P00734,6.16,plasma,5.08,liver,F2,F2__P00734
15549,P04114,6.16,plasma,5.71,liver,APOB,APOB__P04114
15550,P00734,6.16,plasma,4.94,liver,F2,F2__P00734
15551,A0A0J9YYC8,6.16,plasma,5.46,liver,PRSS2,PRSS2__A0A0J9YYC8
15552,P04217-2,6.16,plasma,5.43,liver,A1BG,A1BG__P04217-2
15553,P80748,6.16,plasma,5.48,liver,IGLV3-21,IGLV3-21__P80748
15554,B0YIW2,6.16,plasma,6.22,liver,APOC3,APOC3__B0YIW2
15555,P00747,6.16,plasma,5.55,liver,PLG,PLG__P00747
15556,P01780,6.16,plasma,4.98,liver,IGHV3-7,IGHV3-7__P01780
15557,C9JF17,6.16,plasma,5.97,liver,APOD,APOD__C9JF17
15558,O75460,6.16,plasma,4.18,liver,ERN1,ERN1__O75460
15559,P02749,6.16,plasma,5.93,liver,APOH,APOH__P02749
15560,P01624,6.16,plasma,5.79,liver,IGKV3-15,IGKV3-15__P01624
15561,C9JF17,6.16,plasma,6.17,liver,APOD,APOD__C9JF17
15562,P13645,6.16,plasma,5.27,liver,KRT10,KRT10__P13645
15563,P02765,6.16,plasma,5.52,liver,AHSG,AHSG__P02765
15564,P00747,6.16,plasma,5.48,liver,PLG,PLG__P00747
15565,P19652,6.17,plasma,6.09,liver,ORM2,ORM2__P19652
15566,P01780,6.17,plasma,4.77,liver,IGHV3-7,IGHV3-7__P01780
15567,P04217-2,6.17,plasma,5.6,liver,A1BG,A1BG__P04217-2
15568,P01042,6.17,plasma,5.0,liver,KNG1,KNG1__P01042
15569,P01700,6.17,plasma,5.37,liver,IGLV1-47,IGLV1-47__P01700
15570,O15195,6.17,plasma,5.61,liver,VILL,VILL__O15195
15571,P01619,6.17,plasma,5.64,liver,IGKV3-20,IGKV3-20__P01619
15572,P00734,6.17,plasma,5.24,liver,F2,F2__P00734
15573,P01860,6.17,plasma,5.77,liver,P01860,P01860__P01860
15574,P19652,6.17,plasma,6.21,liver,ORM2,ORM2__P19652
15575,A0A075B7D0,6.17,plasma,4.96,liver,IGHV1OR15-1,IGHV1OR15-1__A0A075B7D0
15576,P00747,6.17,plasma,5.44,liver,PLG,PLG__P00747
15577,P19652,6.17,plasma,6.08,liver,ORM2,ORM2__P19652
15578,A0A0J9YY99,6.17,plasma,5.58,liver,A0A0J9YY99,A0A0J9YY99__A0A0J9YY99
15579,P04114,6.17,plasma,5.65,liver,APOB,APOB__P04114
15580,A0A075B6P5,6.17,plasma,5.89,liver,IGKV2-28;IGKV2D-28,IGKV2-28;IGKV2D-28__A0A075B6P5
15581,C9JF17,6.17,plasma,6.02,liver,APOD,APOD__C9JF17
15582,P02760,6.17,plasma,5.19,liver,AMBP,AMBP__P02760
15583,P04114,6.17,plasma,5.83,liver,APOB,APOB__P04114
15584,P02765,6.17,plasma,5.56,liver,AHSG,AHSG__P02765
15585,A0A0A0MRZ8,6.17,plasma,5.62,liver,IGKV3D-11;IGKV3-11,IGKV3D-11;IGKV3-11__A0A0A0MRZ8
15586,B4E1Z4,6.17,plasma,5.47,liver,B4E1Z4,B4E1Z4__B4E1Z4
15587,D6RD17,6.17,plasma,5.34,liver,D6RD17,D6RD17__D6RD17
15588,P01042,6.17,plasma,5.21,liver,KNG1,KNG1__P01042
15589,O75460,6.17,plasma,4.03,liver,ERN1,ERN1__O75460
15590,P19652,6.17,plasma,6.16,liver,ORM2,ORM2__P19652
15591,O15195,6.17,plasma,5.2,liver,VILL,VILL__O15195
15592,C9JF17,6.17,plasma,6.11,liver,APOD,APOD__C9JF17
15593,A0A0J9YYC8,6.17,plasma,5.0,liver,PRSS2,PRSS2__A0A0J9YYC8
15594,B0YIW2,6.17,plasma,6.43,liver,APOC3,APOC3__B0YIW2
15595,P00747,6.17,plasma,5.51,liver,PLG,PLG__P00747
15596,P04217-2,6.17,plasma,5.7,liver,A1BG,A1BG__P04217-2
15597,P01619,6.17,plasma,5.63,liver,IGKV3-20,IGKV3-20__P01619
15598,P01624,6.17,plasma,6.22,liver,IGKV3-15,IGKV3-15__P01624
15599,P04114,6.17,plasma,5.56,liver,APOB,APOB__P04114
15600,P19652,6.17,plasma,6.2,liver,ORM2,ORM2__P19652
15601,C9JF17,6.17,plasma,5.83,liver,APOD,APOD__C9JF17
15602,P04114,6.17,plasma,5.65,liver,APOB,APOB__P04114
15603,O15195,6.17,plasma,5.51,liver,VILL,VILL__O15195
15604,P04217-2,6.17,plasma,5.51,liver,A1BG,A1BG__P04217-2
15605,P02765,6.17,plasma,5.65,liver,AHSG,AHSG__P02765
15606,P00747,6.17,plasma,5.52,liver,PLG,PLG__P00747
15607,A0A075B7B8,6.17,plasma,4.86,liver,IGHV3OR16-12,IGHV3OR16-12__A0A075B7B8
15608,P00747,6.17,plasma,5.44,liver,PLG,PLG__P00747
15609,A0A0J9YYC8,6.17,plasma,5.54,liver,PRSS2,PRSS2__A0A0J9YYC8
15610,P00747,6.17,plasma,5.5,liver,PLG,PLG__P00747
15611,J3KPS3,6.17,plasma,7.31,liver,ALDOA,ALDOA__J3KPS3
15612,K7ER74,6.17,plasma,5.95,liver,APOC4-APOC2,APOC4-APOC2__K7ER74
15613,P01042,6.17,plasma,5.1,liver,KNG1,KNG1__P01042
15614,P80748,6.17,plasma,5.53,liver,IGLV3-21,IGLV3-21__P80748
15615,P49327,6.17,plasma,6.99,liver,FASN,FASN__P49327
15616,P19652,6.18,plasma,6.07,liver,ORM2,ORM2__P19652
15617,P01624,6.18,plasma,5.94,liver,IGKV3-15,IGKV3-15__P01624
15618,P19652,6.18,plasma,6.11,liver,ORM2,ORM2__P19652
15619,P04217-2,6.18,plasma,5.72,liver,A1BG,A1BG__P04217-2
15620,J3KPS3,6.18,plasma,7.09,liver,ALDOA,ALDOA__J3KPS3
15621,A0A075B6P5,6.18,plasma,5.84,liver,IGKV2-28;IGKV2D-28,IGKV2-28;IGKV2D-28__A0A075B6P5
15622,P02751,6.18,plasma,6.27,liver,FN1,FN1__P02751
15623,P01624,6.18,plasma,5.91,liver,IGKV3-15,IGKV3-15__P01624
15624,B0YIW2,6.18,plasma,6.18,liver,APOC3,APOC3__B0YIW2
15625,P08603,6.18,plasma,5.28,liver,CFH,CFH__P08603
15626,P01780,6.18,plasma,5.02,liver,IGHV3-7,IGHV3-7__P01780
15627,P00747,6.18,plasma,5.2,liver,PLG,PLG__P00747
15628,P01619,6.18,plasma,5.76,liver,IGKV3-20,IGKV3-20__P01619
15629,A0A0A0MRZ8,6.18,plasma,5.6,liver,IGKV3D-11;IGKV3-11,IGKV3D-11;IGKV3-11__A0A0A0MRZ8
15630,B4E1Z4,6.18,plasma,5.48,liver,B4E1Z4,B4E1Z4__B4E1Z4
15631,P19652,6.18,plasma,6.3,liver,ORM2,ORM2__P19652
15632,P02753,6.18,plasma,5.56,liver,RBP4,RBP4__P02753
15633,P01008,6.18,plasma,5.99,liver,SERPINC1,SERPINC1__P01008
15634,P01860,6.18,plasma,5.72,liver,P01860,P01860__P01860
15635,B4E1Z4,6.18,plasma,5.27,liver,B4E1Z4,B4E1Z4__B4E1Z4
15636,D6RD17,6.18,plasma,5.55,liver,D6RD17,D6RD17__D6RD17
15637,P04114,6.18,plasma,5.68,liver,APOB,APOB__P04114
15638,P01042,6.18,plasma,5.13,liver,KNG1,KNG1__P01042
15639,P19652,6.18,plasma,6.22,liver,ORM2,ORM2__P19652
15640,P04217-2,6.18,plasma,5.71,liver,A1BG,A1BG__P04217-2
15641,A0A0A0MRZ8,6.18,plasma,5.86,liver,IGKV3D-11;IGKV3-11,IGKV3D-11;IGKV3-11__A0A0A0MRZ8
15642,P01700,6.18,plasma,5.39,liver,IGLV1-47,IGLV1-47__P01700
15643,O15195,6.18,plasma,6.01,liver,VILL,VILL__O15195
15644,P04114,6.18,plasma,5.75,liver,APOB,APOB__P04114
15645,P06312,6.18,plasma,4.84,liver,IGKV4-1,IGKV4-1__P06312
15646,O15195,6.18,plasma,6.1,liver,VILL,VILL__O15195
15647,O75460,6.18,plasma,3.81,liver,ERN1,ERN1__O75460
15648,P02765,6.18,plasma,5.4,liver,AHSG,AHSG__P02765
15649,P00747,6.18,plasma,5.47,liver,PLG,PLG__P00747
15650,A0A0G2JMB2,6.18,plasma,5.98,liver,IGHA2,IGHA2__A0A0G2JMB2
15651,P02749,6.18,plasma,5.91,liver,APOH,APOH__P02749
15652,P19652,6.18,plasma,6.03,liver,ORM2,ORM2__P19652
15653,B0YIW2,6.18,plasma,6.31,liver,APOC3,APOC3__B0YIW2
15654,P01042,6.18,plasma,5.33,liver,KNG1,KNG1__P01042
15655,A0A0G2JMB2,6.18,plasma,5.96,liver,IGHA2,IGHA2__A0A0G2JMB2
15656,A0A075B7D0,6.18,plasma,4.9,liver,IGHV1OR15-1,IGHV1OR15-1__A0A075B7D0
15657,B4E1Z4,6.18,plasma,5.52,liver,B4E1Z4,B4E1Z4__B4E1Z4
15658,P02765,6.18,plasma,5.44,liver,AHSG,AHSG__P02765
15659,C9JF17,6.18,plasma,6.06,liver,APOD,APOD__C9JF17
15660,P02765,6.18,plasma,5.61,liver,AHSG,AHSG__P02765
15661,P06727,6.18,plasma,5.53,liver,APOA4,APOA4__P06727
15662,P04114,6.18,plasma,5.76,liver,APOB,APOB__P04114
15663,P00747,6.18,plasma,5.44,liver,PLG,PLG__P00747
15664,D6RF35,6.18,plasma,6.05,liver,GC,GC__D6RF35
15665,P01780,6.18,plasma,5.02,liver,IGHV3-7,IGHV3-7__P01780
15666,C9JF17,6.18,plasma,5.96,liver,APOD,APOD__C9JF17
15667,B4E1Z4,6.19,plasma,5.44,liver,B4E1Z4,B4E1Z4__B4E1Z4
15668,B4E1Z4,6.19,plasma,5.54,liver,B4E1Z4,B4E1Z4__B4E1Z4
15669,P19652,6.19,plasma,6.21,liver,ORM2,ORM2__P19652
15670,P06727,6.19,plasma,5.56,liver,APOA4,APOA4__P06727
15671,P02765,6.19,plasma,5.74,liver,AHSG,AHSG__P02765
15672,P04217-2,6.19,plasma,5.7,liver,A1BG,A1BG__P04217-2
15673,P02765,6.19,plasma,5.61,liver,AHSG,AHSG__P02765
15674,P05155,6.19,plasma,5.65,liver,SERPING1,SERPING1__P05155
15675,P00450,6.19,plasma,5.44,liver,CP,CP__P00450
15676,O75460,6.19,plasma,4.46,liver,ERN1,ERN1__O75460
15677,P02751,6.19,plasma,6.02,liver,FN1,FN1__P02751
15678,P02765,6.19,plasma,5.65,liver,AHSG,AHSG__P02765
15679,B4E1Z4,6.19,plasma,5.77,liver,B4E1Z4,B4E1Z4__B4E1Z4
15680,P05155,6.19,plasma,5.8,liver,SERPING1,SERPING1__P05155
15681,P04114,6.19,plasma,5.81,liver,APOB,APOB__P04114
15682,P01019,6.19,plasma,5.46,liver,AGT,AGT__P01019
15683,P01008,6.19,plasma,6.13,liver,SERPINC1,SERPINC1__P01008
15684,P02765,6.19,plasma,5.58,liver,AHSG,AHSG__P02765
15685,P01624,6.19,plasma,5.79,liver,IGKV3-15,IGKV3-15__P01624
15686,P00747,6.19,plasma,5.39,liver,PLG,PLG__P00747
15687,P01860,6.19,plasma,5.36,liver,P01860,P01860__P01860
15688,P02765,6.19,plasma,5.67,liver,AHSG,AHSG__P02765
15689,A0A0J9YY99,6.19,plasma,4.85,liver,A0A0J9YY99,A0A0J9YY99__A0A0J9YY99
15690,B0YIW2,6.19,plasma,6.17,liver,APOC3,APOC3__B0YIW2
15691,B4E1Z4,6.19,plasma,5.44,liver,B4E1Z4,B4E1Z4__B4E1Z4
15692,B4E1Z4,6.19,plasma,5.51,liver,B4E1Z4,B4E1Z4__B4E1Z4
15693,P01624,6.19,plasma,6.0,liver,IGKV3-15,IGKV3-15__P01624
15694,A0A0J9YY99,6.19,plasma,4.46,liver,A0A0J9YY99,A0A0J9YY99__A0A0J9YY99
15695,P19652,6.19,plasma,6.17,liver,ORM2,ORM2__P19652
15696,P01780,6.19,plasma,5.07,liver,IGHV3-7,IGHV3-7__P01780
15697,P04114,6.19,plasma,5.78,liver,APOB,APOB__P04114
15698,P00747,6.19,plasma,5.37,liver,PLG,PLG__P00747
15699,B0YIW2,6.19,plasma,6.16,liver,APOC3,APOC3__B0YIW2
15700,P01619,6.19,plasma,4.62,liver,IGKV3-20,IGKV3-20__P01619
15701,A0A0J9YYC8,6.19,plasma,5.47,liver,PRSS2,PRSS2__A0A0J9YYC8
15702,B4E1Z4,6.19,plasma,5.45,liver,B4E1Z4,B4E1Z4__B4E1Z4
15703,B4E1Z4,6.19,plasma,5.66,liver,B4E1Z4,B4E1Z4__B4E1Z4
15704,P04217-2,6.19,plasma,5.71,liver,A1BG,A1BG__P04217-2
15705,P01042,6.19,plasma,5.24,liver,KNG1,KNG1__P01042
15706,A0A0J9YY99,6.19,plasma,4.52,liver,A0A0J9YY99,A0A0J9YY99__A0A0J9YY99
15707,P04217-2,6.19,plasma,5.76,liver,A1BG,A1BG__P04217-2
15708,O15195,6.19,plasma,6.09,liver,VILL,VILL__O15195
15709,P01780,6.19,plasma,5.28,liver,IGHV3-7,IGHV3-7__P01780
15710,P05155,6.19,plasma,5.69,liver,SERPING1,SERPING1__P05155
15711,P08603,6.19,plasma,5.1,liver,CFH,CFH__P08603
15712,P01860,6.2,plasma,5.69,liver,P01860,P01860__P01860
15713,P06727,6.2,plasma,5.74,liver,APOA4,APOA4__P06727
15714,P02765,6.2,plasma,5.52,liver,AHSG,AHSG__P02765
15715,B4E1Z4,6.2,plasma,5.52,liver,B4E1Z4,B4E1Z4__B4E1Z4
15716,P01619,6.2,plasma,5.74,liver,IGKV3-20,IGKV3-20__P01619
15717,C9JF17,6.2,plasma,6.17,liver,APOD,APOD__C9JF17
15718,P02765,6.2,plasma,5.6,liver,AHSG,AHSG__P02765
15719,P08603,6.2,plasma,5.23,liver,CFH,CFH__P08603
15720,O75460,6.2,plasma,4.14,liver,ERN1,ERN1__O75460
15721,A0A0G2JMB2,6.2,plasma,6.07,liver,IGHA2,IGHA2__A0A0G2JMB2
15722,P00747,6.2,plasma,5.43,liver,PLG,PLG__P00747
15723,P01860,6.2,plasma,5.86,liver,P01860,P01860__P01860
15724,P01624,6.2,plasma,5.84,liver,IGKV3-15,IGKV3-15__P01624
15725,P01780,6.2,plasma,5.19,liver,IGHV3-7,IGHV3-7__P01780
15726,P05155,6.2,plasma,5.63,liver,SERPING1,SERPING1__P05155
15727,P01860,6.2,plasma,5.71,liver,P01860,P01860__P01860
15728,B4E1Z4,6.2,plasma,5.55,liver,B4E1Z4,B4E1Z4__B4E1Z4
15729,D6RD17,6.2,plasma,5.52,liver,D6RD17,D6RD17__D6RD17
15730,P01860,6.2,plasma,5.87,liver,P01860,P01860__P01860
15731,P19652,6.2,plasma,6.2,liver,ORM2,ORM2__P19652
15732,O15195,6.2,plasma,5.83,liver,VILL,VILL__O15195
15733,P08603,6.2,plasma,5.08,liver,CFH,CFH__P08603
15734,P04114,6.2,plasma,5.55,liver,APOB,APOB__P04114
15735,O15195,6.2,plasma,6.07,liver,VILL,VILL__O15195
15736,A0A0J9YY99,6.2,plasma,4.87,liver,A0A0J9YY99,A0A0J9YY99__A0A0J9YY99
15737,P01860,6.2,plasma,5.73,liver,P01860,P01860__P01860
15738,O75460,6.2,plasma,4.23,liver,ERN1,ERN1__O75460
15739,P01042,6.2,plasma,5.17,liver,KNG1,KNG1__P01042
15740,P19652,6.2,plasma,6.44,liver,ORM2,ORM2__P19652
15741,P00747,6.2,plasma,5.47,liver,PLG,PLG__P00747
15742,P13645,6.2,plasma,5.33,liver,KRT10,KRT10__P13645
15743,P04114,6.2,plasma,5.8,liver,APOB,APOB__P04114
15744,A0A0B4J2B5,6.2,plasma,5.41,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
15745,P04114,6.2,plasma,5.68,liver,APOB,APOB__P04114
15746,P02760,6.2,plasma,5.18,liver,AMBP,AMBP__P02760
15747,B4E1Z4,6.2,plasma,5.61,liver,B4E1Z4,B4E1Z4__B4E1Z4
15748,P08603,6.2,plasma,5.18,liver,CFH,CFH__P08603
15749,P01780,6.2,plasma,4.94,liver,IGHV3-7,IGHV3-7__P01780
15750,P04114,6.2,plasma,5.5,liver,APOB,APOB__P04114
15751,C9JF17,6.2,plasma,5.87,liver,APOD,APOD__C9JF17
15752,P01042,6.2,plasma,5.42,liver,KNG1,KNG1__P01042
15753,P05155,6.2,plasma,5.72,liver,SERPING1,SERPING1__P05155
15754,D6RD17,6.2,plasma,5.28,liver,D6RD17,D6RD17__D6RD17
15755,P01042,6.2,plasma,5.36,liver,KNG1,KNG1__P01042
15756,A0A0J9YYC8,6.2,plasma,5.72,liver,PRSS2,PRSS2__A0A0J9YYC8
15757,P04217-2,6.2,plasma,5.8,liver,A1BG,A1BG__P04217-2
15758,P02765,6.2,plasma,5.61,liver,AHSG,AHSG__P02765
15759,P01780,6.2,plasma,5.07,liver,IGHV3-7,IGHV3-7__P01780
15760,A0A0J9YY99,6.2,plasma,4.78,liver,A0A0J9YY99,A0A0J9YY99__A0A0J9YY99
15761,O75460,6.2,plasma,4.25,liver,ERN1,ERN1__O75460
15762,P00747,6.2,plasma,5.4,liver,PLG,PLG__P00747
15763,P04217-2,6.21,plasma,5.74,liver,A1BG,A1BG__P04217-2
15764,P01780,6.21,plasma,4.92,liver,IGHV3-7,IGHV3-7__P01780
15765,A0A075B7D0,6.21,plasma,5.1,liver,IGHV1OR15-1,IGHV1OR15-1__A0A075B7D0
15766,P01042,6.21,plasma,5.32,liver,KNG1,KNG1__P01042
15767,A0A075B7B8,6.21,plasma,4.94,liver,IGHV3OR16-12,IGHV3OR16-12__A0A075B7B8
15768,B0YIW2,6.21,plasma,6.14,liver,APOC3,APOC3__B0YIW2
15769,K7ERI9,6.21,plasma,5.87,liver,APOC1,APOC1__K7ERI9
15770,O15195,6.21,plasma,5.66,liver,VILL,VILL__O15195
15771,B4E1Z4,6.21,plasma,5.67,liver,B4E1Z4,B4E1Z4__B4E1Z4
15772,P01619,6.21,plasma,6.02,liver,IGKV3-20,IGKV3-20__P01619
15773,P04114,6.21,plasma,5.61,liver,APOB,APOB__P04114
15774,D6RD17,6.21,plasma,5.61,liver,D6RD17,D6RD17__D6RD17
15775,A0A075B7D0,6.21,plasma,4.87,liver,IGHV1OR15-1,IGHV1OR15-1__A0A075B7D0
15776,P02765,6.21,plasma,5.61,liver,AHSG,AHSG__P02765
15777,C9JF17,6.21,plasma,5.83,liver,APOD,APOD__C9JF17
15778,A0A0A0MRZ8,6.21,plasma,5.62,liver,IGKV3D-11;IGKV3-11,IGKV3D-11;IGKV3-11__A0A0A0MRZ8
15779,P01619,6.21,plasma,5.52,liver,IGKV3-20,IGKV3-20__P01619
15780,P02765,6.21,plasma,5.66,liver,AHSG,AHSG__P02765
15781,A0A075B6P5,6.21,plasma,5.7,liver,IGKV2-28;IGKV2D-28,IGKV2-28;IGKV2D-28__A0A075B6P5
15782,P01780,6.21,plasma,4.83,liver,IGHV3-7,IGHV3-7__P01780
15783,P19652,6.21,plasma,6.46,liver,ORM2,ORM2__P19652
15784,P19652,6.21,plasma,6.21,liver,ORM2,ORM2__P19652
15785,P05155,6.21,plasma,5.7,liver,SERPING1,SERPING1__P05155
15786,P04114,6.21,plasma,5.61,liver,APOB,APOB__P04114
15787,P01619,6.21,plasma,5.47,liver,IGKV3-20,IGKV3-20__P01619
15788,C9JF17,6.21,plasma,5.95,liver,APOD,APOD__C9JF17
15789,B4E1Z4,6.21,plasma,5.44,liver,B4E1Z4,B4E1Z4__B4E1Z4
15790,P19652,6.21,plasma,6.31,liver,ORM2,ORM2__P19652
15791,P00747,6.21,plasma,5.43,liver,PLG,PLG__P00747
15792,P01780,6.21,plasma,4.93,liver,IGHV3-7,IGHV3-7__P01780
15793,P00747,6.21,plasma,5.45,liver,PLG,PLG__P00747
15794,B0YIW2,6.21,plasma,6.26,liver,APOC3,APOC3__B0YIW2
15795,A0A0B4J2B5,6.21,plasma,5.5,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
15796,P00747,6.21,plasma,5.34,liver,PLG,PLG__P00747
15797,P04217-2,6.21,plasma,5.48,liver,A1BG,A1BG__P04217-2
15798,C9JF17,6.21,plasma,6.0,liver,APOD,APOD__C9JF17
15799,P04114,6.21,plasma,5.72,liver,APOB,APOB__P04114
15800,P04114,6.21,plasma,5.6,liver,APOB,APOB__P04114
15801,P02753,6.21,plasma,5.41,liver,RBP4,RBP4__P02753
15802,P00747,6.21,plasma,5.45,liver,PLG,PLG__P00747
15803,B4E1Z4,6.21,plasma,5.57,liver,B4E1Z4,B4E1Z4__B4E1Z4
15804,A0A0B4J2B5,6.21,plasma,5.6,liver,IGHV3OR16-9,IGHV3OR16-9__A0A0B4J2B5
15805,O15195,6.21,plasma,5.84,liver,VILL,VILL__O15195
15806,P19652,6.21,plasma,6.23,liver,ORM2,ORM2__P19652
15807,P02765,6.21,plasma,5.54,liver,AHSG,AHSG__P02765
15808,B0YIW2,6.21,plasma,6.1,liver,APOC3,APOC3__B0YIW2
15809,P02765,6.21,plasma,5.97,liver,AHSG,AHSG__P02765
15810,D6RF35,6.21,plasma,6.07,liver,GC,GC__D6RF35
15811,P02765,6.21,plasma,5.62,liver,AHSG,AHSG__P02765
15812,P06312,6.21,plasma,4.75,liver,IGKV4-1,IGKV4-1__P06312
15813,P01624,6.21,plasma,5.78,liver,IGKV3-15,IGKV3-15__P01624
15814,P08603,6.22,plasma,5.24,liver,CFH,CFH__P08603
15815,K7ER74,6.22,plasma,6.26,liver,APOC4-APOC2,APOC4-APOC2__K7ER74
15816,P01860,6.22,plasma,5.56,liver,P01860,P01860__P01860
15817,P49327,6.22,plasma,6.55,liver,FASN,FASN__P49327
15818,P01860,6.22,plasma,5.87,liver,P01860,P01860__P01860
15819,P01619,6.22,plasma,5.38,liver,IGKV3-20,IGKV3-20__P01619
15820,O15195,6.22,plasma,5.85,liver,VILL,VILL__O15195
15821,P19652,6.22,plasma,6.21,liver,ORM2,ORM2__P19652
